News Title,Press Name,link
"‘변이'와 ‘변이'가 만났다, 독성 강한 수퍼 코로나 나오나",조선일보,./articles/CBMiTWh0dHBzOi8vd3d3LmNob3N1bi5jb20vZWNvbm9teS9zY2llbmNlLzIwMjEvMDIvMTcvNFVBSlFRSzJIUkc0Uk9VQ0tOUFhMUVVaQTQv0gFcaHR0cHM6Ly93d3cuY2hvc3VuLmNvbS9lY29ub215L3NjaWVuY2UvMjAyMS8wMi8xNy80VUFKUVFLMkhSRzRST1VDS05QWExRVVpBNC8_b3V0cHV0VHlwZT1hbXA?hl=ko&gl=KR&ceid=KR%3Ako
“현실판 원더우먼” 눈보라 속 트럭 밀어올린 英여성 [영상],국민일보,./articles/CBMiRmh0dHA6Ly9uZXdzLmttaWIuY28ua3IvYXJ0aWNsZS92aWV3LmFzcD9hcmNpZD0wMDE1NTM5MjQzJmNvZGU9NjExMzE2MTHSATFodHRwOi8vbS5rbWliLmNvLmtyL3ZpZXdfYW1wLmFzcD9hcmNpZD0wMDE1NTM5MjQz?hl=ko&gl=KR&ceid=KR%3Ako
美 텍사스 역대급 강추위..유전도 마비(종합),아시아경제,./articles/CBMiPGh0dHBzOi8vY20uYXNpYWUuY28ua3IvYXJ0aWNsZS93b3JsZC1hbGwvMjAyMTAyMTYxMTM0MTI4NzE3N9IBOWh0dHBzOi8vY20uYXNpYWUuY28ua3IvYW1wdmlldy5odG0_bm89MjAyMTAyMTYxMTM0MTI4NzE3Nw?hl=ko&gl=KR&ceid=KR%3Ako
“배에 바람 들어오더니 임신”... 인도네시아 여성 황당 주장,조선일보,./articles/CBMiUGh0dHBzOi8vd3d3LmNob3N1bi5jb20vaW50ZXJuYXRpb25hbC9hc2lhLzIwMjEvMDIvMTYvSE8yM0hGVENJQkRQN0ZNVzZLVlBCTURZQUEv0gFfaHR0cHM6Ly93d3cuY2hvc3VuLmNvbS9pbnRlcm5hdGlvbmFsL2FzaWEvMjAyMS8wMi8xNi9ITzIzSEZUQ0lCRFA3Rk1XNktWUEJNRFlBQS8_b3V0cHV0VHlwZT1hbXA?hl=ko&gl=KR&ceid=KR%3Ako
"이스라엘 임산부 코로나19 확진 뒤 태아 사망…""뱃속에서 코로나 감염""",JTBC,./articles/CBMiNGh0dHBzOi8vbmV3cy5qdGJjLmpvaW5zLmNvbS9odG1sLzcyMi9OQjExOTkyNzIyLmh0bWzSAQA?hl=ko&gl=KR&ceid=KR%3Ako
'조선인이 우물에 독 탔다' 7.3 강진 덮친 日에 퍼진 가짜뉴스…자정 촉구 목소리도,아시아경제,./articles/CBMiQGh0dHBzOi8vY20uYXNpYWUuY28ua3IvcmFua2luZy12aWV3LzIwMjEwMjE2LzIwMjEwMjE1MTcyODUwMjE0ODHSATlodHRwczovL2NtLmFzaWFlLmNvLmtyL2FtcHZpZXcuaHRtP25vPTIwMjEwMjE1MTcyODUwMjE0ODE?hl=ko&gl=KR&ceid=KR%3Ako
"[영상] ""재개 꿈 접어야 하냐"" 개성공단 기업들의 외침 / YTN",YTN news,./articles/CCAiC3h1V1VTWHlERWJFmAEB?hl=ko&gl=KR&ceid=KR%3Ako
화이자는 이렇게 많은 부작용 없었다…프랑스 아스트라 접종 중단 - 매일경제,매일경제,./articles/CAIiECJjtpUhiVEtR7IzyGM2cQgqGQgEKhAIACoHCAow2t-aCDDArqABMI6L7AU?hl=ko&gl=KR&ceid=KR%3Ako
가석방 거부…15세 들어가 83세 출소한 美최장기 ‘소년 수감자’,동아일보,./articles/CBMiQWh0dHBzOi8vd3d3LmRvbmdhLmNvbS9uZXdzL0ludGVyL2FydGljbGUvYWxsLzIwMjEwMjE2LzEwNTQzODE0MS8x0gE3aHR0cHM6Ly93d3cuZG9uZ2EuY29tL25ld3MvYW1wL2FsbC8yMDIxMDIxNi8xMDU0MzgxNDEvMQ?hl=ko&gl=KR&ceid=KR%3Ako
AI가 '수학 공식'을 만들기 시작했다,Science Times,./articles/CBMioAFodHRwczovL3d3dy5zY2llbmNldGltZXMuY28ua3IvbmV3cy9haSVFQSVCMCU4MC0lRUMlODglOTglRUQlOTUlOTktJUVBJUIzJUI1JUVDJThCJTlEJUVDJTlEJTg0LSVFQiVBNyU4QyVFQiU5MyVBNCVFQSVCOCVCMC0lRUMlOEIlOUMlRUMlOUUlOTElRUQlOTYlODglRUIlOEIlQTQv0gEA?hl=ko&gl=KR&ceid=KR%3Ako
트럼프 탄핵안 부결되던 지난 주말...손녀랑 마리오카트 게임 즐긴 바이든,조선일보,./articles/CBMiS2h0dHBzOi8vd3d3LmNob3N1bi5jb20vaW50ZXJuYXRpb25hbC8yMDIxLzAyLzE2L0dHR0E3M0dZT0ZGTFJBMlRLRlhUSE5TWVdJL9IBWmh0dHBzOi8vd3d3LmNob3N1bi5jb20vaW50ZXJuYXRpb25hbC8yMDIxLzAyLzE2L0dHR0E3M0dZT0ZGTFJBMlRLRlhUSE5TWVdJLz9vdXRwdXRUeXBlPWFtcA?hl=ko&gl=KR&ceid=KR%3Ako
"美 학술지 ""램지어 논문에 제기된 우려 조사 중""",YTN,./articles/CAIiEBWHhzSvJS1UkF6JUkeGHQMqGQgEKhAIACoHCAowk_vcCjDo688BMLr6iAI?hl=ko&gl=KR&ceid=KR%3Ako
[글로벌 나우] 트럼프 탄핵 부결… “책임 면한 것 아냐”,VOA 한국어,./articles/CCAiC3JGMXhWbUtwNUJNmAEB?hl=ko&gl=KR&ceid=KR%3Ako
"[VOA 뉴스] “북한, 중국 외 무역도 '급감'…'경제난' 가중”",VOA 한국어,./articles/CCAiC0lCekpuQmFPNEJNmAEB?hl=ko&gl=KR&ceid=KR%3Ako
"[여성, 정치를 하다](21)권력의 부패와 환경파괴에 맞서…3000만그루의 ‘민주주의’를 심다",경향신문,./articles/CAIiEOjJSspsBaDv5jy7eksYeMwqMwgEKioIACIQaumgPuIS3fQ-PHwmf177hyoUCAoiEGrpoD7iEt30Pjx8Jn9e-4cwr4LlBg?hl=ko&gl=KR&ceid=KR%3Ako
에이치엘비發 바이오株 악재…코스닥 발목 잡을까,이데일리,./articles/CAIiEAfMuoEQJOybbBX0J0MF_Q0qGQgEKhAIACoHCAowgvDcCjCoxM8BMI-iiwI?hl=ko&gl=KR&ceid=KR%3Ako
"2030, 작년 해외여행 대신 골프장 가고 수입차 샀다 - 중앙일보",중앙일보,./articles/CBMiJ2h0dHBzOi8vbmV3cy5qb2lucy5jb20vYXJ0aWNsZS8yMzk5NDUwOdIBK2h0dHBzOi8vbW5ld3Muam9pbnMuY29tL2FtcGFydGljbGUvMjM5OTQ1MDk?hl=ko&gl=KR&ceid=KR%3Ako
옵티머스 계약취소 검토 마무리… 伊헬스케어펀드 판매자 수사 의뢰,서울경제신문,./articles/CBMiK2h0dHBzOi8vd3d3LnNlZGFpbHkuY29tL05ld3NWSWV3LzIySUtIQURPU0HSAQA?hl=ko&gl=KR&ceid=KR%3Ako
"김병욱 의원, 한국대부금융협회 회장 선거 논란 관련 금융위·금감원에게 적극적인 조사 및 조치 약속받아",한국분양정보,./articles/CBMiPGh0dHA6Ly93d3cuaWRyZWFtYmFuay5jb20vbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTM1NDYwNtIBAA?hl=ko&gl=KR&ceid=KR%3Ako
‘배터리 패소’ SK이노 주가 원상회복…외인과 기관이 담았다,동아일보,./articles/CBMiQ2h0dHBzOi8vd3d3LmRvbmdhLmNvbS9uZXdzL0Vjb25vbXkvYXJ0aWNsZS9hbGwvMjAyMTAyMTcvMTA1NDY3MDczLzHSATdodHRwczovL3d3dy5kb25nYS5jb20vbmV3cy9hbXAvYWxsLzIwMjEwMjE3LzEwNTQ2NzA3My8x?hl=ko&gl=KR&ceid=KR%3Ako
미국에 불어닥친 한파…삼성전자 오스틴 공장 멈췄다,한국경제,./articles/CAIiEDS1_6KMHMkY_Ok04jdIeYwqGQgEKhAIACoHCAow0__cCjDUitABMKO_jQY?hl=ko&gl=KR&ceid=KR%3Ako
뉴스라인 진화하는 편법증여…아파트 위험하니 '레지던스'로,KBS뉴스,./articles/CBMiL2h0dHBzOi8vbmV3cy5rYnMuY28ua3IvbmV3cy92aWV3LmRvP25jZD01MTIwNDgx0gEA?hl=ko&gl=KR&ceid=KR%3Ako
12월 통화량 한 달 새 13조↑…가계 9조 늘어,파이낸스 투데이,./articles/CBMiO2h0dHA6Ly93d3cuZm50b2RheS5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MjQ4NDU20gEA?hl=ko&gl=KR&ceid=KR%3Ako
GM·포드도 멈춰세운 美 역대급 한파…기후의 역습 시작됐다,한국경제,./articles/CAIiEJztMTSfgHo6goldPbJWrUwqGQgEKhAIACoHCAow0__cCjDUitABMMXcrgY?hl=ko&gl=KR&ceid=KR%3Ako
"“10만달러 간다” vs “역대급 거품""...비트코인 둘러싼 갑론을박",조선비즈,./articles/CBMiR2h0dHBzOi8vYml6LmNob3N1bi5jb20vc2l0ZS9kYXRhL2h0bWxfZGlyLzIwMjEvMDIvMTcvMjAyMTAyMTcwMTg0Ni5odG1s0gFDaHR0cHM6Ly9tLmJpei5jaG9zdW4uY29tL25ld3MvYXJ0aWNsZS5hbXAuaHRtbD9jb250aWQ9MjAyMTAyMTcwMTg0Ng?hl=ko&gl=KR&ceid=KR%3Ako
백신 `아스트라제네카` 품질검정 통과…이달중 `첫 접종 사용`,경인일보,./articles/CBMiO2h0dHA6Ly93d3cua3llb25naW4uY29tL21haW4vdmlldy5waHA_a2V5PTIwMjEwMjE3MDEwMDAzMDg20gEA?hl=ko&gl=KR&ceid=KR%3Ako
"日, 내일 의료종사자 4만명 대상 코로나 백신 접종 시작(종합)",연합뉴스,./articles/CBMiL2h0dHBzOi8vd3d3LnluYS5jby5rci92aWV3L0FLUjIwMjEwMjE2MTYwNDUxMDcz0gExaHR0cHM6Ly9tLnluYS5jby5rci9hbXAvdmlldy9BS1IyMDIxMDIxNjE2MDQ1MTA3Mw?hl=ko&gl=KR&ceid=KR%3Ako
"[기자가 간다] 중기중앙회, 권칠승 중기부 장관과 첫 간담회",팍스경제TV,./articles/CAIiEBOYgaGRQevdLyR43Fu5AzsqGQgEKhAIACoHCAow67KCCzC-pv8CMOnowwY?hl=ko&gl=KR&ceid=KR%3Ako
뉴스소상공인 경영·상권 회복 주력…'창업·투자·수출붐' 프로젝트 추진,한국방송뉴스,./articles/CBMiMWh0dHBzOi8vd3d3LmlrYm4ubmV3cy9uZXdzL2FydGljbGUuaHRtbD9ubz0xMTQ3MzLSAQA?hl=ko&gl=KR&ceid=KR%3Ako
"조용준 동구바이오제약 부회장, 한국제약협동조합 이사장 연임 - 매일경제",매일경제,./articles/CBMiMWh0dHBzOi8vd3d3Lm1rLmNvLmtyL25ld3MvaXQvdmlldy8yMDIxLzAyLzE1OTI1Ni_SATNodHRwczovL20ubWsuY28ua3IvbmV3cy9pdC92aWV3LWFtcC8yMDIxLzAyLzE1OTI1Ni8?hl=ko&gl=KR&ceid=KR%3Ako
중국 제외한 전기차 배터리 시장서 LG에너지솔루션 1위,조선비즈,./articles/CBMiR2h0dHBzOi8vYml6LmNob3N1bi5jb20vc2l0ZS9kYXRhL2h0bWxfZGlyLzIwMjEvMDIvMTcvMjAyMTAyMTcwMjgyOC5odG1s0gFDaHR0cHM6Ly9tLmJpei5jaG9zdW4uY29tL25ld3MvYXJ0aWNsZS5hbXAuaHRtbD9jb250aWQ9MjAyMTAyMTcwMjgyOA?hl=ko&gl=KR&ceid=KR%3Ako
동국제강에서 또 산재 사망…혼자 일하다 철강재에 껴 숨져 / KBS 2021.02.17.,KBS News,./articles/CCAiC3hQZE1GcXVJWW1NmAEB?hl=ko&gl=KR&ceid=KR%3Ako
'차등의결권' 때문에 미국 증시로? 쿠팡 내부서도 고개 갸웃,한겨레,./articles/CBMiPmh0dHA6Ly93d3cuaGFuaS5jby5rci9hcnRpL2Vjb25vbXkvZWNvbm9teV9nZW5lcmFsLzk4MzM0MC5odG1s0gEA?hl=ko&gl=KR&ceid=KR%3Ako
"산업부, 수출 플러스 전환·무역 1조달러 두 마리 토끼 잡는다",ZD넷 코리아,./articles/CBMiK2h0dHBzOi8vemRuZXQuY28ua3Ivdmlldy8_bm89MjAyMTAyMTcxMzE5NTnSAQA?hl=ko&gl=KR&ceid=KR%3Ako
"""신규 공공택지 25만 호 후보지 2분기까지 발표""",YTN,./articles/CAIiEM-_UrtbMx8_DiB7mXkCgREqGQgEKhAIACoHCAowk_vcCjDo688BMLr6iAI?hl=ko&gl=KR&ceid=KR%3Ako
中 ‘이항’ 주가 60% 폭락에 서학개미 눈앞 ‘캄캄’,동아일보,./articles/CBMiQ2h0dHBzOi8vd3d3LmRvbmdhLmNvbS9uZXdzL0Vjb25vbXkvYXJ0aWNsZS9hbGwvMjAyMTAyMTcvMTA1NDY3MDc2LzHSATdodHRwczovL3d3dy5kb25nYS5jb20vbmV3cy9hbXAvYWxsLzIwMjEwMjE3LzEwNTQ2NzA3Ni8x?hl=ko&gl=KR&ceid=KR%3Ako
대웅제약 “보톡스 제품 美 판매 이어간다”…하루만에 상황 반전,조선비즈,./articles/CBMiR2h0dHBzOi8vYml6LmNob3N1bi5jb20vc2l0ZS9kYXRhL2h0bWxfZGlyLzIwMjEvMDIvMTYvMjAyMTAyMTYwMTMxMy5odG1s0gFDaHR0cHM6Ly9tLmJpei5jaG9zdW4uY29tL25ld3MvYXJ0aWNsZS5hbXAuaHRtbD9jb250aWQ9MjAyMTAyMTYwMTMxMw?hl=ko&gl=KR&ceid=KR%3Ako
셀트리온 “코로나19 변이 치료제 6개월 내 2상 완료 계획”,청년의사,./articles/CBMiP2h0dHBzOi8vd3d3LmRvY2RvY2RvYy5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MjAwNzgxMtIBAA?hl=ko&gl=KR&ceid=KR%3Ako
"페이코인, 비트코인 결제 서비스 출시 - CoinDesk Korea 신뢰 그 이상의 가치",코인데스크코리아,./articles/CBMiP2h0dHBzOi8vd3d3LmNvaW5kZXNra29yZWEuY29tL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz03Mjc4MdIBAA?hl=ko&gl=KR&ceid=KR%3Ako
좋다 말았네…엔씨소프트 연봉 1천만원 인상 해프닝 - 매일경제,매일경제,./articles/CAIiECanIedUqLu5M2HFJemM2G0qGQgEKhAIACoHCAow2t-aCDDArqABMKKPxwY?hl=ko&gl=KR&ceid=KR%3Ako
시멘트 업계도 '탄소중립'…7개社 그린뉴딜위 출범,ZD넷 코리아,./articles/CBMiK2h0dHBzOi8vemRuZXQuY28ua3Ivdmlldy8_bm89MjAyMTAyMTcxMDM2MjDSAQA?hl=ko&gl=KR&ceid=KR%3Ako
"삼성전자, 스마트 주문·결제 솔루션 '삼성 키오스크' 출시",Samsung Newsroom Korea,./articles/CBMi0gFodHRwczovL25ld3Muc2Ftc3VuZy5jb20va3IvJUVDJTgyJUJDJUVDJTg0JUIxJUVDJUEwJTg0JUVDJTlFJTkwLSVFQyU4QSVBNCVFQiVBNyU4OCVFRCU4QSVCOC0lRUMlQTMlQkMlRUIlQUMlQjglQzIlQjclRUElQjIlQjAlRUMlQTAlOUMtJUVDJTg2JTk0JUVCJUEzJUE4JUVDJTg1JTk4LSVFQyU4MiVCQyVFQyU4NCVCMS0lRUQlODIlQTQlRUMlOTglQTQlRUMlOEElQTTSAQA?hl=ko&gl=KR&ceid=KR%3Ako
미 한파로 텍사스 전력 대란…삼성 반도체 공장 가동 중단,한겨레,./articles/CBMiSmh0dHA6Ly93d3cuaGFuaS5jby5rci9hcnRpL2ludGVybmF0aW9uYWwvaW50ZXJuYXRpb25hbF9nZW5lcmFsLzk4MzMzNS5odG1s0gEA?hl=ko&gl=KR&ceid=KR%3Ako
"26만가구 공공택지 내달부터 발표…홍남기 ""현금청산"" 재확인",한국경제,./articles/CAIiEHs6P8D1HketMuZ27suL1IgqGQgEKhAIACoHCAow0__cCjDUitABMMXcrgY?hl=ko&gl=KR&ceid=KR%3Ako
"기아차, K7 후속 'K8' 디자인 공개…새로운 로고 어때요?",모터그래프,./articles/CBMiPGh0dHBzOi8vd3d3Lm1vdG9yZ3JhcGguY29tL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz0yNzE3ONIBP2h0dHBzOi8vd3d3Lm1vdG9yZ3JhcGguY29tL25ld3MvYXJ0aWNsZVZpZXdBbXAuaHRtbD9pZHhubz0yNzE3OA?hl=ko&gl=KR&ceid=KR%3Ako
삼성 반도체 또 일냈다…메모리가 연산도 척척 - 매일경제,매일경제,./articles/CAIiEOt39MMLKSKbJporf6gN5uEqGQgEKhAIACoHCAow2t-aCDDArqABMKKPxwY?hl=ko&gl=KR&ceid=KR%3Ako
[뉴욕증시] 美 국채 금리 상승 경계감 속 혼조…다우 0.20%↑,블록미디어,./articles/CBMiLGh0dHBzOi8vd3d3LmJsb2NrbWVkaWEuY28ua3IvYXJjaGl2ZXMvMTY5OTY30gEA?hl=ko&gl=KR&ceid=KR%3Ako
[자막뉴스] 5999만원 가격표 붙인 테슬라…현대차도 압박?,연합뉴스TV,./articles/CBMiNmh0dHBzOi8vbS55b25oYXBuZXdzdHYuY28ua3IvbmV3cy9NWUgyMDIxMDIxNzAwNTMwMDY0MNIBAA?hl=ko&gl=KR&ceid=KR%3Ako
"빌 게이츠, 머스크 겨냥 “우주여행보다 백신·기후위기에 투자”",조선일보,./articles/CBMiTmh0dHBzOi8vd3d3LmNob3N1bi5jb20vaW50ZXJuYXRpb25hbC91cy8yMDIxLzAyLzE3L0lTQTQ3SE80TFJCR0ZHQUdYUEdKVVBNS080L9IBXWh0dHBzOi8vd3d3LmNob3N1bi5jb20vaW50ZXJuYXRpb25hbC91cy8yMDIxLzAyLzE3L0lTQTQ3SE80TFJCR0ZHQUdYUEdKVVBNS080Lz9vdXRwdXRUeXBlPWFtcA?hl=ko&gl=KR&ceid=KR%3Ako
은성수 “쌍용차 괜찮다면 살려야”…추가 지원 선회 시사,조선비즈,./articles/CBMiR2h0dHBzOi8vYml6LmNob3N1bi5jb20vc2l0ZS9kYXRhL2h0bWxfZGlyLzIwMjEvMDIvMTcvMjAyMTAyMTcwMjY0MC5odG1s0gFDaHR0cHM6Ly9tLmJpei5jaG9zdW4uY29tL25ld3MvYXJ0aWNsZS5hbXAuaHRtbD9jb250aWQ9MjAyMTAyMTcwMjY0MA?hl=ko&gl=KR&ceid=KR%3Ako
모든 공공기관에 최고데이터책임자 생긴다,ZD넷 코리아,./articles/CBMiK2h0dHBzOi8vemRuZXQuY28ua3Ivdmlldy8_bm89MjAyMTAyMTcxNTA3MjLSAQA?hl=ko&gl=KR&ceid=KR%3Ako
"최정우 포스코 회장, 잇단 안전사고 사망 대국민 사과 / YTN",YTN news,./articles/CCAiC2JSUFZub0RWcERJmAEB?hl=ko&gl=KR&ceid=KR%3Ako
｢회복·포용·도약 대한민국 2021｣ 07. 브랜드K,중소벤처기업부,./articles/CCAiC0ppMHJJcnFLaERJmAEB?hl=ko&gl=KR&ceid=KR%3Ako
"[ON 세계] WHO, '한국 생산' 아스트라제네카 승인...65세 이상 포함",TBS 시민의방송,./articles/CCAiC2g4Wks2TXE5MVM4mAEB?hl=ko&gl=KR&ceid=KR%3Ako
"[단독]현대차 ""삼성동 신사옥 105→50층 변경"" 국방부에 전달 - 중앙일보",중앙일보,./articles/CBMiJ2h0dHBzOi8vbmV3cy5qb2lucy5jb20vYXJ0aWNsZS8yMzk5NDIzMdIBK2h0dHBzOi8vbW5ld3Muam9pbnMuY29tL2FtcGFydGljbGUvMjM5OTQyMzE?hl=ko&gl=KR&ceid=KR%3Ako
"코로나 변이, 백신 신무기 ‘T세포’로 잡는다",조선일보,./articles/CBMiTWh0dHBzOi8vd3d3LmNob3N1bi5jb20vZWNvbm9teS9zY2llbmNlLzIwMjEvMDIvMTcvSk5VQkZGVEhEUkJRREdZWUVBSkVPRTREWVkv0gFcaHR0cHM6Ly93d3cuY2hvc3VuLmNvbS9lY29ub215L3NjaWVuY2UvMjAyMS8wMi8xNy9KTlVCRkZUSERSQlFER1lZRUFKRU9FNERZWS8_b3V0cHV0VHlwZT1hbXA?hl=ko&gl=KR&ceid=KR%3Ako
알바 자리도 없다…20대 임시·일용직 1년새 21.4만명 감소,JTBC,./articles/CBMiNGh0dHBzOi8vbmV3cy5qdGJjLmpvaW5zLmNvbS9odG1sLzY5Ny9OQjExOTkyNjk3Lmh0bWzSAQA?hl=ko&gl=KR&ceid=KR%3Ako
"국내에는 없는 차등의결권, 도입 필요성 놓고 찬반 논란 / YTN",YTN news,./articles/CCAiC3F3QTJqWUJOdVJVmAEB?hl=ko&gl=KR&ceid=KR%3Ako
수도권 민간택지 분양가상한제 주택 2~3년 의무거주 / 연합뉴스TV (YonhapnewsTV),연합뉴스TV,./articles/CCAiC1pQV01nQXduQk4wmAEB?hl=ko&gl=KR&ceid=KR%3Ako
"에쓰오일 과학문화재단, 물리·화학 연구자 30명 연구비 지원 - 매일경제",매일경제,./articles/CBMiN2h0dHBzOi8vd3d3Lm1rLmNvLmtyL25ld3MvYnVzaW5lc3Mvdmlldy8yMDIxLzAyLzE1MTE2NC_SATlodHRwczovL20ubWsuY28ua3IvbmV3cy9idXNpbmVzcy92aWV3LWFtcC8yMDIxLzAyLzE1MTE2NC8?hl=ko&gl=KR&ceid=KR%3Ako
"한국도로공사, Vision2030 선포…5대 사업 공표",국토일보,./articles/CBMiNmh0dHBzOi8vd3d3LmlrbGQua3IvbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTIzMDc0NdIBAA?hl=ko&gl=KR&ceid=KR%3Ako
"""5년간 세도 못 놓는다니""…청약 노리던 실수요자 곡소리",뉴스플러스,./articles/CBMiSWh0dHA6Ly9yZWFsdHkuY2hvc3VuLmNvbS9zaXRlL2RhdGEvaHRtbF9kaXIvMjAyMS8wMi8xNi8yMDIxMDIxNjAyNTkwLmh0bWzSAQA?hl=ko&gl=KR&ceid=KR%3Ako
"[비즈&] 대상, 인도네시아 시장 공략…""10년 내 매출 1조 늘린다"" / 연합뉴스TV (YonhapnewsTV)",연합뉴스TV,./articles/CCAiC2xfOVo1MUt1dXc0mAEB?hl=ko&gl=KR&ceid=KR%3Ako
현대차·닛산·폭스바겐 줄줄이 협상 결렬…엔진 잃은 애플카,채널A 뉴스,./articles/CCAiC2tVaDQtUnBjN0ZZmAEB?hl=ko&gl=KR&ceid=KR%3Ako
"""한 세대 내 경험 못한 인플레 온다""···수상한 복귀 신호들 - 중앙일보",중앙일보,./articles/CBMiJ2h0dHBzOi8vbmV3cy5qb2lucy5jb20vYXJ0aWNsZS8yMzk5NDM3NdIBK2h0dHBzOi8vbW5ld3Muam9pbnMuY29tL2FtcGFydGljbGUvMjM5OTQzNzU?hl=ko&gl=KR&ceid=KR%3Ako
“제 학폭 미투는 거짓이었습니다” 조병규 누명 벗었다,조선일보,./articles/CBMiV2h0dHBzOi8vd3d3LmNob3N1bi5jb20vbmF0aW9uYWwvbmF0aW9uYWxfZ2VuZXJhbC8yMDIxLzAyLzE3L1dCWUtGVkRRNFpERFRPSzc0Uk5GRkQ2SE5ZL9IBZmh0dHBzOi8vd3d3LmNob3N1bi5jb20vbmF0aW9uYWwvbmF0aW9uYWxfZ2VuZXJhbC8yMDIxLzAyLzE3L1dCWUtGVkRRNFpERFRPSzc0Uk5GRkQ2SE5ZLz9vdXRwdXRUeXBlPWFtcA?hl=ko&gl=KR&ceid=KR%3Ako
"`찐경규` 이경규 이예림♥김영찬 상견례, 어색해 숨 멎는 줄 - 스타투데이",매일경제,./articles/CBMiOWh0dHBzOi8vd3d3Lm1rLmNvLmtyL3N0YXIvaG90LWlzc3Vlcy92aWV3LzIwMjEvMDIvMTU5MTg4L9IBO2h0dHBzOi8vbS5tay5jby5rci9zdGFyL2hvdC1pc3N1ZXMvdmlldy1hbXAvMjAyMS8wMi8xNTkxODgv?hl=ko&gl=KR&ceid=KR%3Ako
